@W
WT18X85|18 x 85|WT|4.9333
WT18X91|18 x 91|WT|4.9667
WT18X97|18 x 97|WT|4.9667
WT18X105|18 x 105|WT|5.0
WT18X115_5|18 x 115.5|WT|5.7
WT18X116|18 x 116|WT|5.0333
WT18X123_5|18 x 123.5|WT|5.7167
WT18X128|18 x 128|WT|5.0667
WT18X131|18 x 131|WT|5.75
WT18X141|18 x 141|WT|5.7833
WT18X151|18 x 151|WT|5.8167
WT18X165|18 x 165|WT|5.8167
WT18X180_5|18 x 180.5|WT|5.8667
WT18X197_5|18 x 197.5|WT|5.9167
WT18X220_5|18 x 220.5|WT|5.9833
WT18X243_5|18 x 243.5|WT|6.05
WT18X264_5|18 x 264.5|WT|6.1
WT18X326|18 x 326|WT|6.2667
WT20X74_5|20 x 74.5|WT|5.0667
WT20X83_5|20 x 83.5|WT|5.1
WT20X91_5|20 x 91.5|WT|5.1333
WT20X99_5|20 x 99.5|WT|5.7667
WT20X105_5|20 x 105.5|WT|5.1667
WT20X107_5|20 x 107.5|WT|5.8
WT20X117_5|20 x 117.5|WT|5.2
WT20X124_5|20 x 124.5|WT|5.8333
WT20X132|20 x 132|WT|5.2333
WT20X138_5|20 x 138.5|WT|5.85
WT20X139|20 x 139|WT|5.2667
WT20X147|20 x 147|WT|5.2833
WT20X148_5|20 x 148.5|WT|5.8667
WT20X162|20 x 162|WT|5.9167
WT20X163_5|20 x 163.5|WT|5.3333
WT20X165_5|20 x 165.5|WT|5.35
WT20X181|20 x 181|WT|5.9667
WT20X186|20 x 186|WT|5.9833
WT20X196|20 x 196|WT|5.45
WT20X198_5|20 x 198.5|WT|6.0167
WT20X215_5|20 x 215.5|WT|6.05
WT20X251_5|20 x 251.5|WT|6.15
WT20X296_5|20 x 296.5|WT|6.2833
WT22X115|22 x 115|WT|6.1333
WT22X131|22 x 131|WT|6.1667
WT22X145|22 x 145|WT|6.1833
WT22X167_5|22 x 167.5|WT|6.2333
@ANGLE
L2X2X1_8|2 x 2 x 1/8||0.6667
L2X2X3_16|2 x 2 x 3/16||0.6667
L2X2X1_4|2 x 2 x 1/4||0.6667
L2X2X5_16|2 x 2 x 5/16||0.6667
L2X2X3_8|2 x 2 x 3/8||0.6667
L2_1_2X1_1_2X3_16|2-1/2 x 1-1/2 x 3/16||0.6667
L2_1_2X1_1_2X1_4|2-1/2 x 1-1/2 x 1/4||0.6667
L2_1_2X2X3_16|2-1/2 x 2 x 3/16||0.75
L2_1_2X2X1_4|2-1/2 x 2 x 1/4||0.75
L2_1_2X2X5_16|2-1/2 x 2 x 5/16||0.75
L2_1_2X2X3_8|2-1/2 x 2 x 3/8||0.75
L2_1_2X2_1_2X3_16|2-1/2 x 2-1/2 x 3/16||0.8333
L2_1_2X2_1_2X1_4|2-1/2 x 2-1/2 x 1/4||0.8333
L2_1_2X2_1_2X5_16|2-1/2 x 2-1/2 x 5/16||0.8333
L2_1_2X2_1_2X3_8|2-1/2 x 2-1/2 x 3/8||0.8333
L2_1_2X2_1_2X1_2|2-1/2 x 2-1/2 x 1/2||0.8333
L3X2X3_16|3 x 2 x 3/16||0.8333
L3X2X1_4|3 x 2 x 1/4||0.8333
L3X2X5_16|3 x 2 x 5/16||0.8333
L3X2X3_8|3 x 2 x 3/8||0.8333
L3X2X1_2|3 x 2 x 1/2||0.8333
L3X2_1_2X3_16|3 x 2-1/2 x 3/16||0.9167
L3X2_1_2X1_4|3 x 2-1/2 x 1/4||0.9167
L3X2_1_2X5_16|3 x 2-1/2 x 5/16||0.9167
L3X2_1_2X3_8|3 x 2-1/2 x 3/8||0.9167
L3X2_1_2X7_16|3 x 2-1/2 x 7/16||0.9167
L3X2_1_2X1_2|3 x 2-1/2 x 1/2||0.9167
L3X3X3_16|3 x 3 x 3/16||1.0
L3X3X1_4|3 x 3 x 1/4||1.0
L3X3X5_16|3 x 3 x 5/16||1.0
L3X3X3_8|3 x 3 x 3/8||1.0
L3X3X7_16|3 x 3 x 7/16||1.0
L3X3X1_2|3 x 3 x 1/2||1.0
L3_1_2X2_1_2X1_4|3-1/2 x 2-1/2 x 1/4||1.0
L3_1_2X2_1_2X5_16|3-1/2 x 2-1/2 x 5/16||1.0
L3_1_2X2_1_2X3_8|3-1/2 x 2-1/2 x 3/8||1.0
L3_1_2X2_1_2X1_2|3-1/2 x 2-1/2 x 1/2||1.0
L3_1_2X3X1_4|3-1/2 x 3 x 1/4||1.0833
L3_1_2X3X5_16|3-1/2 x 3 x 5/16||1.0833
L3_1_2X3X3_8|3-1/2 x 3 x 3/8||1.0833
L3_1_2X3X7_16|3-1/2 x 3 x 7/16||1.0833
L3_1_2X3X1_2|3-1/2 x 3 x 1/2||1.0833
L3_1_2X3_1_2X1_4|3-1/2 x 3-1/2 x 1/4||1.1667
L3_1_2X3_1_2X5_16|3-1/2 x 3-1/2 x 5/16||1.1667
L3_1_2X3_1_2X3_8|3-1/2 x 3-1/2 x 3/8||1.1667
L3_1_2X3_1_2X7_16|3-1/2 x 3-1/2 x 7/16||1.1667
L3_1_2X3_1_2X1_2|3-1/2 x 3-1/2 x 1/2||1.1667
L4X3X1_4|4 x 3 x 1/4||1.1667
L4X3X5_16|4 x 3 x 5/16||1.1667
L4X3X3_8|4 x 3 x 3/8||1.1667
L4X3X1_2|4 x 3 x 1/2||1.1667
L4X3X5_8|4 x 3 x 5/8||1.1667
L4X3_1_2X1_4|4 x 3-1/2 x 1/4||1.25
L4X3_1_2X5_16|4 x 3-1/2 x 5/16||1.25
L4X3_1_2X3_8|4 x 3-1/2 x 3/8||1.25
L4X3_1_2X1_2|4 x 3-1/2 x 1/2||1.25
L4X4X1_4|4 x 4 x 1/4||1.3333
L4X4X5_16|4 x 4 x 5/16||1.3333
L4X4X3_8|4 x 4 x 3/8||1.3333
L4X4X7_16|4 x 4 x 7/16||1.3333
L4X4X1_2|4 x 4 x 1/2||1.3333
L4X4X5_8|4 x 4 x 5/8||1.3333
L4X4X3_4|4 x 4 x 3/4||1.3333
L5X3X1_4|5 x 3 x 1/4||1.3333
L5X3X5_16|5 x 3 x 5/16||1.3333
L5X3X3_8|5 x 3 x 3/8||1.3333
L5X3X7_16|5 x 3 x 7/16||1.3333
L5X3X1_2|5 x 3 x 1/2||1.3333
L5X3_1_2X1_4|5 x 3-1/2 x 1/4||1.4167
L5X3_1_2X5_16|5 x 3-1/2 x 5/16||1.4167
L5X3_1_2X3_8|5 x 3-1/2 x 3/8||1.4167
L5X3_1_2X1_2|5 x 3-1/2 x 1/2||1.4167
L5X3_1_2X5_8|5 x 3-1/2 x 5/8||1.4167
L5X3_1_2X3_4|5 x 3-1/2 x 3/4||1.4167
L5X5X5_16|5 x 5 x 5/16||1.6667
L5X5X3_8|5 x 5 x 3/8||1.6667
L5X5X7_16|5 x 5 x 7/16||1.6667
L5X5X1_2|5 x 5 x 1/2||1.6667
L5X5X5_8|5 x 5 x 5/8||1.6667
L5X5X3_4|5 x 5 x 3/4||1.6667
L5X5X7_8|5 x 5 x 7/8||1.6667
L6X3_1_2X5_16|6 x 3-1/2 x 5/16||1.5833
L6X3_1_2X3_8|6 x 3-1/2 x 3/8||1.5833
L6X3_1_2X1_2|6 x 3-1/2 x 1/2||1.5833
L6X4X5_16|6 x 4 x 5/16||1.6667
L6X4X3_8|6 x 4 x 3/8||1.6667
L6X4X7_16|6 x 4 x 7/16||1.6667
L6X4X1_2|6 x 4 x 1/2||1.6667
L6X4X9_16|6 x 4 x 9/16||1.6667
L6X4X5_8|6 x 4 x 5/8||1.6667
L6X4X3_4|6 x 4 x 3/4||1.6667
L6X4X7_8|6 x 4 x 7/8||1.6667
L6X6X5_16|6 x 6 x 5/16||2.0
L6X6X3_8|6 x 6 x 3/8||2.0
L6X6X7_16|6 x 6 x 7/16||2.0
L6X6X1_2|6 x 6 x 1/2||2.0
L6X6X9_16|6 x 6 x 9/16||2.0
L6X6X5_8|6 x 6 x 5/8||2.0
L6X6X3_4|6 x 6 x 3/4||2.0
L6X6X7_8|6 x 6 x 7/8||2.0
L6X6X1|6 x 6 x 1||2.0
L7X4X3_8|7 x 4 x 3/8||1.8333
L7X4X7_16|7 x 4 x 7/16||1.8333
L7X4X1_2|7 x 4 x 1/2||1.8333
L7X4X5_8|7 x 4 x 5/8||1.8333
L7X4X3_4|7 x 4 x 3/4||1.8333
L8X4X7_16|8 x 4 x 7/16||2.0
L8X4X1_2|8 x 4 x 1/2||2.0
L8X4X9_16|8 x 4 x 9/16||2.0
L8X4X5_8|8 x 4 x 5/8||2.0
L8X4X3_4|8 x 4 x 3/4||2.0
L8X4X7_8|8 x 4 x 7/8||2.0
L8X4X1|8 x 4 x 1||2.0
L8X6X7_16|8 x 6 x 7/16||2.3333
L8X6X1_2|8 x 6 x 1/2||2.3333
L8X6X9_16|8 x 6 x 9/16||2.3333
L8X6X5_8|8 x 6 x 5/8||2.3333
L8X6X3_4|8 x 6 x 3/4||2.3333
L8X6X7_8|8 x 6 x 7/8||2.3333
L8X6X1|8 x 6 x 1||2.3333
L8X8X1_2|8 x 8 x 1/2||2.6667
L8X8X9_16|8 x 8 x 9/16||2.6667
L8X8X5_8|8 x 8 x 5/8||2.6667
L8X8X3_4|8 x 8 x 3/4||2.6667
L8X8X7_8|8 x 8 x 7/8||2.6667
L8X8X1|8 x 8 x 1||2.6667
L8X8X1_1_8|8 x 8 x 1-1/8||2.6667
@PLATE
3/16|0.1875
1/4|0.25
5/16|0.3125
3/8|0.375
7/16|0.4375
1/2|0.5
9/16|0.5625
5/8|0.625
3/4|0.75
7/8|0.875
1|1.0
1-1/8|1.125
1-1/4|1.25
1-3/8|1.375
1-1/2|1.5
1-5/8|1.625
1-3/4|1.75
2|2.0
2-1/4|2.25
2-1/2|2.5
2-3/4|2.75
3|3.0
3-1/4|3.25
3-1/2|3.5
3-3/4|3.75
4|4.0
4-1/4|4.25
4-1/2|4.5
5|5.0
5-1/2|5.5
6|6.0
6-1/2|6.5
7|7.0
7-1/2|7.5
8|8.0
8-1/2|8.5
10|10.0
